SiteName,Operator,starttime,timeofday,Value
Broadway_35th_St,nyccas,2025-08-06 21:00:00.000,09:00 PM,7.04
Broadway_35th_St,nyccas,2025-08-02 19:00:00.000,07:00 PM,14.12
BQE,nyccas,2025-08-08 19:00:00.000,07:00 PM,2.72
Broadway_35th_St,nyccas,2025-08-04 19:00:00.000,07:00 PM,27.81
Broadway_35th_St,nyccas,2025-08-03 09:00:00.000,09:00 AM,12.23
BQE,nyccas,2025-08-08 21:00:00.000,09:00 PM,5.07
Broadway_35th_St,nyccas,2025-08-02 02:00:00.000,02:00 AM,15.97
Broadway_35th_St,nyccas,2025-08-06 22:00:00.000,10:00 PM,5.3
Broadway_35th_St,nyccas,2025-08-03 05:00:00.000,05:00 AM,10.75
Broadway_35th_St,nyccas,2025-08-03 04:00:00.000,04:00 AM,12.5
Broadway_35th_St,nyccas,2025-08-02 16:00:00.000,04:00 PM,9.73
Broadway_35th_St,nyccas,2025-08-07 03:00:00.000,03:00 AM,8.33
Broadway_35th_St,nyccas,2025-08-03 13:00:00.000,01:00 PM,16.2
Broadway_35th_St,nyccas,2025-08-03 11:00:00.000,11:00 AM,15.71
Broadway_35th_St,nyccas,2025-08-06 10:00:00.000,10:00 AM,33.65
Broadway_35th_St,nyccas,2025-08-04 21:00:00.000,09:00 PM,28.56
Broadway_35th_St,nyccas,2025-08-03 17:00:00.000,05:00 PM,14.38
Broadway_35th_St,nyccas,2025-08-03 20:00:00.000,08:00 PM,13.81
Broadway_35th_St,nyccas,2025-08-06 18:00:00.000,06:00 PM,7.86
Broadway_35th_St,nyccas,2025-08-04 22:00:00.000,10:00 PM,26.06
Broadway_35th_St,nyccas,2025-08-05 03:00:00.000,03:00 AM,24.77
Broadway_35th_St,nyccas,2025-08-04 15:00:00.000,03:00 PM,28.96
Broadway_35th_St,nyccas,2025-08-06 20:00:00.000,08:00 PM,8.01
Broadway_35th_St,nyccas,2025-08-05 06:00:00.000,06:00 AM,30.54
Broadway_35th_St,nyccas,2025-08-05 00:00:00.000,12:00 AM,24.82
BQE,nyccas,2025-08-09 04:00:00.000,04:00 AM,6.58
Broadway_35th_St,nyccas,2025-08-07 08:00:00.000,08:00 AM,33.43
Broadway_35th_St,nyccas,2025-08-02 22:00:00.000,10:00 PM,11.89
Broadway_35th_St,nyccas,2025-08-03 18:00:00.000,06:00 PM,13.91
Broadway_35th_St,nyccas,2025-08-04 03:00:00.000,03:00 AM,10.51
Broadway_35th_St,nyccas,2025-08-07 05:00:00.000,05:00 AM,9.19
Broadway_35th_St,nyccas,2025-08-05 11:00:00.000,11:00 AM,47.43
Broadway_35th_St,nyccas,2025-08-05 01:00:00.000,01:00 AM,23.24
Broadway_35th_St,nyccas,2025-08-04 11:00:00.000,11:00 AM,23.6
Broadway_35th_St,nyccas,2025-08-07 15:00:00.000,03:00 PM,9.89
BQE,nyccas,2025-08-09 09:00:00.000,09:00 AM,7.8
Broadway_35th_St,nyccas,2025-08-07 09:00:00.000,09:00 AM,37.04
Broadway_35th_St,nyccas,2025-08-04 00:00:00.000,12:00 AM,11.13
BQE,nyccas,2025-08-09 11:00:00.000,11:00 AM,7.34
Broadway_35th_St,nyccas,2025-08-03 08:00:00.000,08:00 AM,11.36
Broadway_35th_St,nyccas,2025-08-06 02:00:00.000,02:00 AM,23.13
Broadway_35th_St,nyccas,2025-08-02 03:00:00.000,03:00 AM,16.33
Broadway_35th_St,nyccas,2025-08-07 16:00:00.000,04:00 PM,8.83
Broadway_35th_St,nyccas,2025-08-07 18:00:00.000,06:00 PM,7.89
Broadway_35th_St,nyccas,2025-08-02 06:00:00.000,06:00 AM,11.38
Broadway_35th_St,nyccas,2025-08-07 20:00:00.000,08:00 PM,8.97
Broadway_35th_St,nyccas,2025-08-05 07:00:00.000,07:00 AM,41.76
Broadway_35th_St,nyccas,2025-08-06 04:00:00.000,04:00 AM,21.6
Broadway_35th_St,nyccas,2025-08-04 02:00:00.000,02:00 AM,10.65
Broadway_35th_St,nyccas,2025-08-05 05:00:00.000,05:00 AM,27.96
Broadway_35th_St,nyccas,2025-08-07 04:00:00.000,04:00 AM,9.11
