#---------------------------------------------------------------------------------
#If this data is to be used publicly, it must be cited. Suggested citation below:
#New York City Department of Health and Mental Hygiene and Queens College. 
#New York City Community Air Survey.
#Real-time PM2.5 Monitor Data from
# February 01 - 2020 to February 29 - 2020. 
#https://a816-dohbesp.nyc.gov/IndicatorPublic/data-features/realtime-air-quality/.
#File Created on: January 13 - 2026
#------------------------------------------------------------------------------------
ID,SiteID,ObservationTimeUTC,Value
181457,36081NY09285,2020-02-01 00:00:00.000,5.03
181458,36061NY09734,2020-02-01 00:00:00.000,9.92
181459,36061NY09929,2020-02-01 00:00:00.000,8.24
25276,360470052,2020-02-01 00:00:00.000,6.8
1624,360050110,2020-02-01 00:00:00.000,13.0
12094,360050112,2020-02-01 00:00:00.000,5.9
78481,360610135,2020-02-01 00:00:00.000,6.6
59237,360610115,2020-02-01 00:00:00.000,6.3
141283,360850111,2020-02-01 00:00:00.000,5.2
44432,360470118,2020-02-01 00:00:00.000,6.3
96273,360810120,2020-02-01 00:00:00.000,5.8
122169,360810125,2020-02-01 00:00:00.000,7.4
76138,360610134,2020-02-01 00:00:00.000,8.6
112446,360810124,2020-02-01 00:00:00.000,4.6
112447,360810124,2020-02-01 01:00:00.000,3.1
76139,360610134,2020-02-01 01:00:00.000,9.6
122170,360810125,2020-02-01 01:00:00.000,9.0
96274,360810120,2020-02-01 01:00:00.000,8.0
44433,360470118,2020-02-01 01:00:00.000,7.0
141284,360850111,2020-02-01 01:00:00.000,6.1
59238,360610115,2020-02-01 01:00:00.000,9.8
78482,360610135,2020-02-01 01:00:00.000,7.8
12095,360050112,2020-02-01 01:00:00.000,7.0
1625,360050110,2020-02-01 01:00:00.000,16.0
25277,360470052,2020-02-01 01:00:00.000,7.3
181460,36081NY09285,2020-02-01 01:00:00.000,5.06
181461,36061NY09734,2020-02-01 01:00:00.000,12.39
181462,36061NY09929,2020-02-01 01:00:00.000,9.01
181463,36081NY09285,2020-02-01 02:00:00.000,6.11
181464,36061NY09734,2020-02-01 02:00:00.000,15.57
181465,36061NY09929,2020-02-01 02:00:00.000,12.14
25278,360470052,2020-02-01 02:00:00.000,6.0
1626,360050110,2020-02-01 02:00:00.000,6.0
12096,360050112,2020-02-01 02:00:00.000,7.4
78483,360610135,2020-02-01 02:00:00.000,9.6
59239,360610115,2020-02-01 02:00:00.000,7.8
141285,360850111,2020-02-01 02:00:00.000,5.0
44434,360470118,2020-02-01 02:00:00.000,6.6
96275,360810120,2020-02-01 02:00:00.000,7.4
122171,360810125,2020-02-01 02:00:00.000,8.5
76140,360610134,2020-02-01 02:00:00.000,11.3
112448,360810124,2020-02-01 02:00:00.000,3.5
112449,360810124,2020-02-01 03:00:00.000,1.4
76141,360610134,2020-02-01 03:00:00.000,9.7
122172,360810125,2020-02-01 03:00:00.000,8.8
